festival_id,name,description,address,lang
62,Festival international du folklore réunions kashubianes avec le folklore du monde,"Chaque année, au cours de la dernière semaine de juillet dans la partie sud du Kashubia, dans les villes de Brusy, Czersk, Kosciezzyna, Wdzydze et de nombreuses personnes, le festival international du film ""Kashubian Meetings with Folklore of the World"" a lieu.
Le festival commence mercredi avec une procession colorée dans les rues de Wiela, suivie du concert d'inauguration.Pour les prochains jours, IE du jeudi au samedi, les invités de l'étranger et les hôtes se produisent simultanément sur cinq étapes des Poviats Chojnicki et Kosciezzyna.Sans aucun doute, c'est une excellente occasion d'admirer la culture à partir de différents endroits du monde entier, et en même temps de présenter et d'annoncer notre folklore natif.
Chaque année, 14 groupes de folklore de 7 pays (en 2022) de Croatie, d'Espagne, de Colombie, du Mexique, de la Serbie, de la Slovaquie, de l'Ukraine et de la Pologne participent au festival.Pendant le festival, le folklore kashubian est présenté par des groupes de folklore kashubian: Blawatki de Chojnice, Kashubian Notes de Nowy Klincza, Kaszuby de Wiela et Karsin, The Kosierzyna Song and Dance Ensemble de Kosierzyna, The Song and Dance Ensemble of the Chojnice Region, L'ensemble Ziemia Czerska de Czerska.Chansons et danses de Krëbane de Brusy, y compris les groupes suivants: Krëbane, Mlodzi Krëbane, Dzôtczi, Pelki, Gwizdze, Krebanulczi et mâle Krebanulczi.
Le festival se termine dimanche avec le concert final 2 à Brusy.Il est précédé d'une masse sainte œcuménique dans l'église des All Saints à Brusy et d'un défilé cérémonial de tous les participants à la procession dans les rues de la ville.
Des événements d'accompagnement ont lieu pendant le festival.Les fans de l'art folklorique et de la culture kashubienne peuvent se réunir pendant la foire des Zabors, où vous pouvez voir une variété de foires et de démonstrations d'art populaire et de cuisine.Les participants peuvent visiter le Józef Chelmowski Open-Air Museum et le Chata Kaszubska à Brusy Jagliach, où vous pouvez voir des sculptures créées pendant les pleins sculpturaux.Tout le monde trouvera quelque chose pour lui-même s'ils participent à cet événement extraordinaire de tous les Kashubiens.

Le festival a été reconnu comme un festival international reconnu CIOff®.",Dworcowa 18,3
67,International Rio Folklore Festival,"The Festival Internacional de Folclore Rio was first held in 1980. Although with a humble start with only Groups from Portugal and Spain, since 1989 the Festival started receiving groups from various other countries, being officially recognized as a CIOFF festival in 2002.

Since its start the Festival received groups from the five continents, passing through the main stage, about 75 groups, both foreign and national, in representation of over 40 countries.

www.gfbarcelinhos.com",Largo Guilherme Gomes Fernandes,1
67,Festival Internacional de Folklore de Río,"El festival Internacional de Folclore Río se celebró por primera vez en 1980. Aunque con un humilde comienzo con solo grupos de Portugal y España, desde 1989 el festival comenzó a recibir grupos de otros países, siendo reconocidos oficialmente como un festival CIOFF en 2002.

Desde su inicio, el festival recibió grupos de los cinco continentes, pasando por el escenario principal, unos 75 grupos, tanto extranjeros como nacionales, en representación de más de 40 países.

www.gfbarcelinhos.com",Largo Guilherme Gomes Fernandes,2
67,Festival international du folklore de Rio,"Le festival internacional de folclore Rio a eu lieu pour la première fois en 1980. Bien que avec un humble début avec seulement des groupes du Portugal et de l'Espagne, depuis 1989, le festival a commencé à recevoir des groupes de divers autres pays, étant officiellement reconnus comme un festival de CIOff en 2002.

Depuis son départ, le festival a reçu des groupes des cinq continents, passant par la scène principale, environ 75 groupes, étrangers et nationaux, dans la représentation de plus de 40 pays.

www.gfbarcelinhos.com",Largo Guilherme Gomes Fernandes,3
542,International meeting of Folklore 'Isa Blonde' - Temple Pausania,"International meeting of folklore
""Isa blonde""","Via Flumendosa, 12",1
542,Reunión internacional de folklore 'Isa Blonde' - Temple Pausania,"Reunión internacional de folklore
""Isa Blonde""","Via Flumendosa, 12",2
542,Réunion internationale du folklore «Isa Blonde» - Temple Pausania,"Réunion internationale du folklore
""Isa Blonde""","Via Flumendosa, 12",3
68,Festarte - International Festival of Popular Arts and Traditions of Matosinhos,"It is held since 2002 as CIOFF® and originated from Leça da Palmeira International Folklore Festival, organized since 1982 also by Rancho Típico da Amorosa. The foreign groups take part in the handicraft fair and in the gastronomy festival with their artisans and cookers.
website: http://festarte.wix.com/ranchotipicoamorosa","Rua Óscar da Silva, 146",1
68,Festarte - Festival Internacional de Artes y Tradiciones populares de Matosinhos,"Se lleva a cabo desde 2002 como CIOFF® y se originó en el Festival Internacional de Folklore de Leça da Palmeira, organizado desde 1982 también por Rancho Tígico da Amorosa.Los grupos extranjeros participan en la feria de artesanías y en el festival de gastronomía con sus artesanos y cocinas.
Sitio web: http://festarte.wix.com/ranchotipicoamorosa","Rua Óscar da Silva, 146",2
68,FESTARTE - Festival international des arts et traditions populaires de Matosinhos,"Il se déroule depuis 2002 sous le nom de Cioff® et est originaire du Leça Da Palmeira International Folklore Festival, organisé depuis 1982 également par Rancho Típico da Amorosa.Les groupes étrangers participent à la foire de l'artisanat et au festival de gastronomie avec leurs artisans et cuisinières.
Site Web: http://festarte.wix.com/ranchotipicoamorosa","Rua Óscar da Silva, 146",3
69,Celestino Festival Graça - The Feast of the Arts and Popular Traditions of the World,"The folk festival of Santarém was founded in 1959 integrated on the National Fair of Agriculture with the initiative of Celestino Graça, an ethnographer local.

Since this year the folk festival defend the peace and friendship between all the people in the world, independently of political, religious and cultural convictions. In 1970 the Folk Festival of Santarém had been founder member of CIOFF, in Confolens.

The Festival is organized by the “Grupo Académico de Danças Ribatejanas”, a folk group founded too by Mr. Celestino Graça.

Facebook: https://www.facebook.com/gracademico.dancasribatejanas",Centro Etnográfico “Celestino Graça” – Apartado 363,1
69,Celestino Festival Graça - La fiesta de las artes y las tradiciones populares del mundo,"El festival folclórico de Santarém se fundó en 1959 integrado en la Feria Nacional de Agricultura con la iniciativa de Celestino Graça, un etnógrafo local.

Desde este año, el festival popular defiende la paz y la amistad entre todas las personas del mundo, independientemente de las convicciones políticas, religiosas y culturales.En 1970, el festival folclórico de Santarém había sido miembro fundador de Cioff, In Confolens.

El festival está organizado por el ""Grupo Académico de Danças Ribatejanas"", un grupo popular fundado también por el Sr. Celestino Graça.

Facebook: https://www.facebook.com/gracademico.dancasribatejanas",Centro Etnográfico “Celestino Graça” – Apartado 363,2
69,Festival Celestino Graça - La fête des arts et les traditions populaires du monde,"Le Folk Festival of Santarém a été fondé en 1959 intégré à la foire nationale de l'agriculture avec l'initiative de Celestino Graça, un local ethnographe.

Depuis cette année, le festival populaire défend la paix et l'amitié entre tous les gens du monde, indépendamment des condamnations politiques, religieuses et culturelles.En 1970, le Folk Festival of Santarém avait été membre fondateur de Cioff, à Confolens.

Le festival est organisé par le «Grupo Académico de Danças Ribatejanas», un groupe populaire fondé également par M. Celestino Graça.

Facebook: https://www.facebook.com/gracademico.dancasribatejanas",Centro Etnográfico “Celestino Graça” – Apartado 363,3
79,International Folklore Festival - Portugalete,No Description,"Santa María, 10",1
79,Festival Internacional de Folklore - Portugalete,No Description,"Santa María, 10",2
79,Festival international du folklore - Portugalete,No Description,"Santa María, 10",3
80,Pyrenees Folkloric Festival,Biannual,Mayor 24,1
80,Festival Folklorico de los Pirineos,Semestral,Mayor 24,2
80,Festival folklorique des Pyrénées,Semestriel,Mayor 24,3
81,Ourense Folklore Days,No Description,Apartado de Correos 484,1
81,Ourense Folklore Days,No Description,Apartado de Correos 484,2
81,Ourense folklore jours,No Description,Apartado de Correos 484,3
82,International Festival of Music and Popular Dance of Aviles,No Description,"La Estación, 4 - 3 H",1
82,Festival International de Música y Danza Popular de Avilés,No Description,"La Estación, 4 - 3 H",2
82,Festival international de musique et danse populaire d'Aviles,No Description,"La Estación, 4 - 3 H",3
83,International Folklore Festival 'City of A Coruña',No Description,Marqués de Cerralbo 8,1
83,Festival Internacional de Folklore 'Ciudad de una coruña',No Description,Marqués de Cerralbo 8,2
83,Festival du folklore international 'City of a Coruña',No Description,Marqués de Cerralbo 8,3
84,Villabanca Dance International Festival,No Description,"Plaza de la Constitución, nº 1",1
84,Festival International de Danzas de Villablanca,No Description,"Plaza de la Constitución, nº 1",2
84,Festival international de la danse de Villabanca,No Description,"Plaza de la Constitución, nº 1",3
85,Folkloric International Conference of Catalonia,No Description,Coroleu 15,1
85,Conferencia internacional folklórica de Cataluña,No Description,Coroleu 15,2
85,Conférence internationale folklorique de Catalogne,No Description,Coroleu 15,3
126,International Folk Festival 'La Esteva',No Description,Apartado de Correos 166,1
126,Festival Folclórico Internacional 'La Esteva',No Description,Apartado de Correos 166,2
126,Festival folklorique international «La Esteva»,No Description,Apartado de Correos 166,3
127,"Children's Folk Festival 'Kunovské Summer', Kunovice","Children's Folklore Festival was founded in 1994 by the former members of the folk group Kunovjan an effort to create a new tradition, the presentation of children's folklore in the region with live folk movement, which forms the conurbation of Uherské Hradište - Kunovice - Old Town.

It is held annually the third week in June, one week before our most important festival - International Folklore Festival. Is organized by the civic association ""Kunovjan"" . The festival is aimed only to show children folk groups from Slovakia, from Moravia, Silesia and Bohemia, but after a successful first regional edition, which was attended by local files Handrlácek I, II, III, Handrlacky and kids Kunovice, Hradištánek III and IV Uh out. Fort, Štepnicka of Veseli nad Moravia, Šohajek from Vlcnov, Valasek from Zlin and Olšinky as guests of the Eagles and Jicinácek of Jicin, carried the subtitle festival with international participation, since 2000, is an international festival.

During its existence, it participated in countless children's teams from the Czech Republic, Slovakia, Poland, Lithuania, Latvia, Slovenia, Russia, Hungary, Macedonia, Serbia, Armenia, Georgia, Greece, Croatia, Italy, Bulgaria, Romania, Mexico, Turkey, Congo and a number of amateur and professional ensembles, bands and artists.

The festival has gained international recognition. World CIOFF General Assembly adopted in October 2004 by a unanimous decision JIDFF ""Kunovice Summer"" among members of CIOFF festivals. Granting membership in this organization is a big honor professional, artistic and organizational level folkorního children's festival ""Kunovice Summer"" and its contribution to the preservation of local traditions of folk culture and to enrich the knowledge of all participants in the traditional culture of countries from which come the festival of foreign participants. It is not only the big prize, but also an obligation for the organizer to maintain its high level in the future.

The song festival is made up of social promotion, social, ceremonial parts, competitions (in choreography, singing, boys in particular expression - in verbunk, sport skills and intellect). Recruiters and talented singers perform also in these programs IFF Strážnice.

The accompanying activities focuses on the popularization of folk crafts and traditional production and presentation of exceptional bearers of traditions and their successors, to which of Uherské Hradište granting price Vladimíra Boucka for the preservation and development of folk art production in Saturday's locust fair. The festival is accompanied by a number of specific programs - concerts, composed programs, competitions, workshops, symposia and private outlets such as publishing anthologies, books, DVDs, videos, CD and MC.

Organizer and guarantor of the festival is the city Kunovice Association, co-organizer and supporter is the hometown of the city of Old Town, the Ministry of Culture of the Czech Republic, Zlín Region, the European funds, the Rural Renewal Program and the School of the village of Blue Fos Czech Republic, foundations and sponsors.",Panská (Sokolské hrište),1
